,date,TotalBeds,TotalBeds_change,TotalBeds_change_7day,TotalBeds_change_14day,TotalBeds_7day,TotalBeds_14day,TotalOpenBeds,TotalOpenBeds_change,TotalOpenBeds_change_7day,TotalOpenBeds_change_14day,TotalOpenBeds_7day,TotalOpenBeds_14day,TotalInUseBedsNonCOVID,TotalInUseBedsNonCOVID_change,TotalInUseBedsNonCOVID_change_7day,TotalInUseBedsNonCOVID_change_14day,TotalInUseBedsNonCOVID_7day,TotalInUseBedsNonCOVID_14day,TotalInUseBedsCOVID,TotalInUseBedsCOVID_change,TotalInUseBedsCOVID_change_7day,TotalInUseBedsCOVID_change_14day,TotalInUseBedsCOVID_7day,TotalInUseBedsCOVID_14day,ICUBeds,ICUBeds_change,ICUBeds_change_7day,ICUBeds_change_14day,ICUBeds_7day,ICUBeds_14day,ICUOpenBeds,ICUOpenBeds_change,ICUOpenBeds_change_7day,ICUOpenBeds_change_14day,ICUOpenBeds_7day,ICUOpenBeds_14day,ICUInUseBedsNonCOVID,ICUInUseBedsNonCOVID_change,ICUInUseBedsNonCOVID_change_7day,ICUInUseBedsNonCOVID_change_14day,ICUInUseBedsNonCOVID_7day,ICUInUseBedsNonCOVID_14day,ICUInUseBedsCOVID,ICUInUseBedsCOVID_change,ICUInUseBedsCOVID_change_7day,ICUInUseBedsCOVID_change_14day,ICUInUseBedsCOVID_7day,ICUInUseBedsCOVID_14day,VentilatorCapacity,VentilatorCapacity_change,VentilatorCapacity_change_7day,VentilatorCapacity_change_14day,VentilatorCapacity_7day,VentilatorCapacity_14day,VentilatorAvailable,VentilatorAvailable_change,VentilatorAvailable_change_7day,VentilatorAvailable_change_14day,VentilatorAvailable_7day,VentilatorAvailable_14day,VentilatorInUseNonCOVID,VentilatorInUseNonCOVID_change,VentilatorInUseNonCOVID_change_7day,VentilatorInUseNonCOVID_change_14day,VentilatorInUseNonCOVID_7day,VentilatorInUseNonCOVID_14day,VentilatorInUseCOVID,VentilatorInUseCOVID_change,VentilatorInUseCOVID_change_7day,VentilatorInUseCOVID_change_14day,VentilatorInUseCOVID_7day,VentilatorInUseCOVID_14day
159,2020-09-18,34681,-11.0,7.714285714285714,-7.857142857142857,34656.57142857143,34694.57142857143,12227,129.0,-98.0,-47.142857142857146,12837.142857142857,13252.785714285714,20985,-128.0,111.42857142857143,45.07142857142857,20318.0,19919.0,1469,-12.0,-5.714285714285714,-5.785714285714286,1501.4285714285713,1522.7857142857142,3751,-18.0,-0.7142857142857143,-3.857142857142857,3759.0,3773.0,1416,-9.0,-18.714285714285715,-10.5,1497.0,1586.9285714285713,2009,-6.0,20.571428571428573,9.285714285714286,1919.857142857143,1839.5,326,-3.0,-2.5714285714285716,-2.642857142857143,342.14285714285717,346.57142857142856,5726,-1.0,-0.42857142857142855,2.5,5727.857142857143,5721.142857142857,4457,-16.0,-8.714285714285714,0.14285714285714285,4491.0,4479.428571428572,1128,23.0,12.428571428571429,3.0714285714285716,1095.7142857142858,1099.5,141,-8.0,-4.142857142857143,-0.7142857142857143,141.14285714285714,142.21428571428572
160,2020-09-19,34686,5.0,11.285714285714286,-7.571428571428571,34667.857142857145,34687.0,13193,966.0,-50.285714285714285,-25.428571428571427,12786.857142857143,13227.357142857143,20076,-909.0,62.285714285714285,24.071428571428573,20380.285714285714,19943.071428571428,1417,-52.0,-0.7142857142857143,-6.214285714285714,1500.7142857142858,1516.5714285714287,3751,0.0,-0.42857142857142855,-3.857142857142857,3758.5714285714284,3769.1428571428573,1495,79.0,-11.857142857142858,-10.642857142857142,1485.142857142857,1576.2857142857142,1899,-110.0,7.285714285714286,6.714285714285714,1927.142857142857,1846.2142857142858,357,31.0,4.142857142857143,0.07142857142857142,346.2857142857143,346.64285714285717,5736,10.0,1.2857142857142858,2.5,5729.142857142857,5723.642857142857,4519,62.0,4.0,10.142857142857142,4495.0,4489.571428571428,1066,-62.0,-4.857142857142857,-8.857142857142858,1090.857142857143,1090.642857142857,151,10.0,2.142857142857143,1.2142857142857142,143.28571428571428,143.42857142857142
161,2020-09-20,34692,6.0,11.714285714285714,-6.928571428571429,34679.57142857143,34680.07142857143,14056,863.0,51.0,-27.5,12837.857142857143,13199.857142857143,19200,-876.0,-40.0,24.0,20340.285714285714,19967.071428571428,1436,19.0,0.7142857142857143,-3.4285714285714284,1501.4285714285713,1513.142857142857,3756,5.0,1.1428571428571428,-3.5714285714285716,3759.714285714286,3765.5714285714284,1634,139.0,14.428571428571429,-11.714285714285714,1499.5714285714287,1564.5714285714287,1758,-141.0,-17.428571428571427,7.285714285714286,1909.7142857142858,1853.5,364,7.0,4.142857142857143,0.8571428571428571,350.42857142857144,347.5,5728,-8.0,-0.2857142857142857,1.7142857142857142,5728.857142857143,5725.357142857143,4515,-4.0,-0.14285714285714285,4.285714285714286,4494.857142857143,4493.857142857143,1060,-6.0,-3.2857142857142856,-3.7142857142857144,1087.5714285714287,1086.9285714285713,153,2.0,3.142857142857143,1.1428571428571428,146.42857142857142,144.57142857142858
162,2020-09-21,34750,58.0,18.0,-3.5714285714285716,34697.57142857143,34676.5,13660,-396.0,9.714285714285714,-60.42857142857143,12847.57142857143,13139.42857142857,19635,435.0,26.714285714285715,60.357142857142854,20367.0,20027.428571428572,1455,19.0,-18.428571428571427,-3.5,1483.0,1509.642857142857,3761,5.0,1.2857142857142858,-3.2142857142857144,3761.0,3762.3571428571427,1654,20.0,10.285714285714286,-10.214285714285714,1509.857142857143,1554.357142857143,1740,-18.0,-8.142857142857142,5.285714285714286,1901.5714285714287,1858.7857142857142,367,3.0,-0.8571428571428571,1.7142857142857142,349.57142857142856,349.2142857142857,5732,4.0,1.2857142857142858,2.2142857142857144,5730.142857142857,5727.571428571428,4510,-5.0,-2.2857142857142856,4.214285714285714,4492.571428571428,4498.071428571428,1069,9.0,2.2857142857142856,-3.4285714285714284,1089.857142857143,1083.5,153,0.0,1.2857142857142858,1.4285714285714286,147.71428571428572,146.0
163,2020-09-22,34772,22.0,12.571428571428571,1.8571428571428572,34710.142857142855,34678.357142857145,12508,-1152.0,5.857142857142857,-128.64285714285714,12853.42857142857,13010.785714285714,20701,1066.0,7.0,131.71428571428572,20374.0,20159.14285714286,1563,108.0,-0.2857142857142857,-1.2142857142857142,1482.7142857142858,1508.4285714285713,3759,-2.0,-1.5714285714285714,-2.2142857142857144,3759.4285714285716,3760.1428571428573,1526,-128.0,5.285714285714286,-16.071428571428573,1515.142857142857,1538.2857142857142,1882,142.0,-7.714285714285714,14.285714285714286,1893.857142857143,1873.0714285714287,351,-16.0,0.8571428571428571,-0.42857142857142855,350.42857142857144,348.7857142857143,5731,-1.0,0.0,2.142857142857143,5730.142857142857,5729.714285714285,4465,-45.0,-1.7142857142857142,-0.5,4490.857142857143,4497.571428571428,1122,53.0,1.5714285714285714,1.8571428571428572,1091.4285714285713,1085.357142857143,144,-9.0,0.14285714285714285,0.7857142857142857,147.85714285714286,146.78571428571428
164,2020-09-23,34775,3.0,11.0,2.142857142857143,34721.142857142855,34680.5,12123,-385.0,-15.571428571428571,-80.07142857142857,12837.857142857143,12930.714285714286,20939,238.0,4.428571428571429,74.78571428571429,20378.428571428572,20233.928571428572,1713,150.0,22.142857142857142,7.428571428571429,1504.857142857143,1515.857142857143,3760,1.0,-1.2857142857142858,-2.142857142857143,3758.1428571428573,3758.0,1414,-112.0,-6.0,-15.571428571428571,1509.142857142857,1522.7142857142858,1946,64.0,-1.1428571428571428,9.571428571428571,1892.7142857142858,1882.642857142857,400,49.0,5.857142857142857,3.857142857142857,356.2857142857143,352.64285714285717,5742,11.0,1.5714285714285714,0.5,5731.714285714285,5730.214285714285,4478,13.0,-2.7142857142857144,-2.0,4488.142857142857,4495.571428571428,1109,-13.0,2.7142857142857144,1.5,1094.142857142857,1086.857142857143,155,11.0,1.5714285714285714,1.0,149.42857142857142,147.78571428571428
165,2020-09-24,34772,-3.0,11.428571428571429,10.214285714285714,34732.57142857143,34690.71428571428,12109,-14.0,1.5714285714285714,-43.42857142857143,12839.42857142857,12887.285714285714,21026,87.0,-12.428571428571429,52.357142857142854,20366.0,20286.285714285714,1637,-76.0,22.285714285714285,1.2857142857142858,1527.142857142857,1517.142857142857,3760,0.0,-1.2857142857142858,0.2857142857142857,3756.8571428571427,3758.285714285714,1375,-39.0,-7.142857142857143,-13.857142857142858,1502.0,1508.857142857143,2014,68.0,-0.14285714285714285,13.285714285714286,1892.5714285714287,1895.9285714285713,371,-29.0,6.0,0.8571428571428571,362.2857142857143,353.5,5747,5.0,2.857142857142857,1.2142857142857142,5734.571428571428,5731.428571428572,4522,44.0,7.0,1.8571428571428572,4495.142857142857,4497.428571428572,1101,-8.0,-0.5714285714285714,1.5714285714285714,1093.5714285714287,1088.4285714285713,124,-31.0,-3.5714285714285716,-2.2142857142857144,145.85714285714286,145.57142857142858
166,2020-09-25,35033,261.0,50.285714285714285,29.0,34782.857142857145,34719.71428571428,12085,-24.0,-20.285714285714285,-59.142857142857146,12819.142857142857,12828.142857142857,21351,325.0,52.285714285714285,81.85714285714286,20418.285714285714,20368.14285714286,1597,-40.0,18.285714285714285,6.285714285714286,1545.4285714285713,1523.4285714285713,3793,33.0,6.0,2.642857142857143,3762.8571428571427,3760.9285714285716,1377,2.0,-5.571428571428571,-12.142857142857142,1496.4285714285713,1496.7142857142858,2061,47.0,7.428571428571429,14.0,1900.0,1909.9285714285713,355,-16.0,4.142857142857143,0.7857142857142857,366.42857142857144,354.2857142857143,5755,8.0,4.142857142857143,1.8571428571428572,5738.714285714285,5733.285714285715,4497,-25.0,5.714285714285714,-1.5,4500.857142857143,4495.928571428572,1117,16.0,-1.5714285714285714,5.428571428571429,1092.0,1093.857142857143,141,17.0,0.0,-2.0714285714285716,145.85714285714286,143.5
167,2020-09-26,35003,-30.0,45.285714285714285,28.285714285714285,34828.142857142855,34748.0,12946,861.0,-35.285714285714285,-42.785714285714285,12783.857142857143,12785.357142857143,20571,-780.0,70.71428571428571,66.5,20489.0,20434.64285714286,1486,-111.0,9.857142857142858,4.571428571428571,1555.2857142857142,1528.0,3793,0.0,6.0,2.7857142857142856,3768.8571428571427,3763.714285714286,1453,76.0,-6.0,-8.928571428571429,1490.4285714285713,1487.7857142857142,1990,-71.0,13.0,10.142857142857142,1913.0,1920.0714285714287,350,-5.0,-1.0,1.5714285714285714,365.42857142857144,355.85714285714283,5755,0.0,2.7142857142857144,2.0,5741.428571428572,5735.285714285715,4489,-8.0,-4.285714285714286,-0.14285714285714285,4496.571428571428,4495.785714285715,1122,5.0,8.0,1.5714285714285714,1100.0,1095.4285714285713,144,3.0,-1.0,0.5714285714285714,144.85714285714286,144.07142857142858
168,2020-09-27,34998,-5.0,43.714285714285715,27.714285714285715,34871.857142857145,34775.71428571428,13081,135.0,-139.28571428571428,-44.142857142857146,12644.57142857143,12741.214285714286,20426,-145.0,175.14285714285714,67.57142857142857,20664.14285714286,20502.214285714286,1491,5.0,7.857142857142857,4.285714285714286,1563.142857142857,1532.2857142857142,3793,0.0,5.285714285714286,3.2142857142857144,3774.1428571428573,3766.9285714285716,1466,13.0,-24.0,-4.785714285714286,1466.4285714285713,1483.0,1981,-9.0,31.857142857142858,7.214285714285714,1944.857142857143,1927.2857142857142,346,-4.0,-2.5714285714285716,0.7857142857142857,362.85714285714283,356.64285714285717,5750,-5.0,3.142857142857143,1.4285714285714286,5744.571428571428,5736.714285714285,4326,-163.0,-27.0,-13.571428571428571,4469.571428571428,4482.214285714285,1289,167.0,32.714285714285715,14.714285714285714,1132.7142857142858,1110.142857142857,135,-9.0,-2.5714285714285716,0.2857142857142857,142.28571428571428,144.35714285714286
169,2020-09-28,35008,10.0,36.857142857142854,27.428571428571427,34908.71428571428,34803.142857142855,13262,181.0,-56.857142857142854,-23.571428571428573,12587.714285714286,12717.642857142857,20211,-215.0,82.28571428571429,54.5,20746.428571428572,20556.714285714286,1535,44.0,11.428571428571429,-3.5,1574.5714285714287,1528.7857142857142,3792,-1.0,4.428571428571429,2.857142857142857,3778.5714285714284,3769.785714285714,1573,107.0,-11.571428571428571,-0.6428571428571429,1454.857142857143,1482.357142857143,1856,-125.0,16.571428571428573,4.214285714285714,1961.4285714285713,1931.5,363,17.0,-0.5714285714285714,-0.7142857142857143,362.2857142857143,355.92857142857144,5746,-4.0,2.0,1.6428571428571428,5746.571428571428,5738.357142857143,4526,200.0,2.2857142857142856,0.0,4471.857142857143,4482.214285714285,1069,-220.0,0.0,1.1428571428571428,1132.7142857142858,1111.2857142857142,151,16.0,-0.2857142857142857,0.5,142.0,144.85714285714286
170,2020-09-29,35032,24.0,37.142857142857146,24.857142857142858,34945.857142857145,34828.0,12347,-915.0,-23.0,-8.571428571428571,12564.714285714286,12709.07142857143,21053,842.0,50.285714285714285,28.642857142857142,20796.714285714286,20585.35714285714,1632,97.0,9.857142857142858,4.785714285714286,1584.4285714285713,1533.5714285714287,3796,4.0,5.285714285714286,1.8571428571428572,3783.8571428571427,3771.6428571428573,1469,-104.0,-8.142857142857142,-1.4285714285714286,1446.7142857142858,1480.9285714285713,1949,93.0,9.571428571428571,0.9285714285714286,1971.0,1932.4285714285713,378,15.0,3.857142857142857,2.357142857142857,366.14285714285717,358.2857142857143,5750,4.0,2.7142857142857144,1.3571428571428572,5749.285714285715,5739.714285714285,4517,-9.0,7.428571428571429,2.857142857142857,4479.285714285715,4485.071428571428,1081,12.0,-5.857142857142857,-2.142857142857143,1126.857142857143,1109.142857142857,152,1.0,1.1428571428571428,0.6428571428571429,143.14285714285714,145.5
171,2020-09-30,34999,-33.0,32.0,21.5,34977.857142857145,34849.5,12147,-200.0,3.4285714285714284,-6.071428571428571,12568.142857142857,12703.0,21217,164.0,39.714285714285715,22.071428571428573,20836.428571428572,20607.428571428572,1635,3.0,-11.142857142857142,5.5,1573.2857142857142,1539.0714285714287,3796,0.0,5.142857142857143,1.9285714285714286,3789.0,3773.5714285714284,1463,-6.0,7.0,0.5,1453.7142857142858,1481.4285714285713,1974,25.0,4.0,1.4285714285714286,1975.0,1933.857142857143,359,-19.0,-5.857142857142857,0.0,360.2857142857143,358.2857142857143,5751,1.0,1.2857142857142858,1.4285714285714286,5750.571428571428,5741.142857142857,4496,-21.0,2.5714285714285716,-0.07142857142857142,4481.857142857143,4485.0,1106,25.0,-0.42857142857142855,1.1428571428571428,1126.4285714285713,1110.2857142857142,149,-3.0,-0.8571428571428571,0.35714285714285715,142.28571428571428,145.85714285714286
172,2020-10-01,34996,-3.0,32.0,21.714285714285715,35009.857142857145,34871.21428571428,12264,117.0,22.142857142857142,11.857142857142858,12590.285714285714,12714.857142857143,21054,-163.0,4.0,-4.214285714285714,20840.428571428572,20603.214285714286,1678,43.0,5.857142857142857,14.071428571428571,1579.142857142857,1553.142857142857,3796,0.0,5.142857142857143,1.9285714285714286,3794.1428571428573,3775.5,1437,-26.0,8.857142857142858,0.8571428571428571,1462.5714285714287,1482.2857142857142,1986,12.0,-4.0,-2.0714285714285716,1971.0,1931.7857142857142,373,14.0,0.2857142857142857,3.142857142857143,360.57142857142856,361.42857142857144,5746,-5.0,-0.14285714285714285,1.3571428571428572,5750.428571428572,5742.5,4460,-36.0,-8.857142857142858,-0.9285714285714286,4473.0,4484.071428571428,1124,18.0,3.2857142857142856,1.3571428571428572,1129.7142857142858,1111.642857142857,162,13.0,5.428571428571429,0.9285714285714286,147.71428571428572,146.78571428571428
173,2020-10-02,35002,6.0,-4.428571428571429,22.928571428571427,35005.42857142857,34894.142857142855,12523,259.0,62.57142857142857,21.142857142857142,12652.857142857143,12736.0,20944,-110.0,-58.142857142857146,-2.9285714285714284,20782.285714285714,20600.285714285714,1535,-143.0,-8.857142857142858,4.714285714285714,1570.2857142857142,1557.857142857143,3796,0.0,0.42857142857142855,3.2142857142857144,3794.5714285714284,3778.714285714286,1469,32.0,13.142857142857142,3.7857142857142856,1475.7142857142858,1486.0714285714287,1966,-20.0,-13.571428571428571,-3.0714285714285716,1957.4285714285713,1928.7142857142858,361,-12.0,0.8571428571428571,2.5,361.42857142857144,363.92857142857144,5740,-6.0,-2.142857142857143,1.0,5748.285714285715,5743.5,4517,57.0,2.857142857142857,4.285714285714286,4475.857142857143,4488.357142857143,1083,-41.0,-4.857142857142857,-3.2142857142857144,1124.857142857143,1108.4285714285713,140,-22.0,-0.14285714285714285,-0.07142857142857142,147.57142857142858,146.71428571428572
174,2020-10-03,34946,-56.0,-8.142857142857142,18.571428571428573,34997.28571428572,34912.71428571428,13174,651.0,32.57142857142857,-1.3571428571428572,12685.42857142857,12734.642857142857,20251,-693.0,-45.714285714285715,12.5,20736.571428571428,20612.785714285714,1521,-14.0,5.0,7.428571428571429,1575.2857142857142,1565.2857142857142,3785,-11.0,-1.1428571428571428,2.4285714285714284,3793.4285714285716,3781.1428571428573,1520,51.0,9.571428571428571,1.7857142857142858,1485.2857142857142,1487.857142857143,1881,-85.0,-15.571428571428571,-1.2857142857142858,1941.857142857143,1927.4285714285713,384,23.0,4.857142857142857,1.9285714285714286,366.2857142857143,365.85714285714283,5755,15.0,0.0,1.3571428571428572,5748.285714285715,5744.857142857143,4496,-21.0,1.0,-1.6428571428571428,4476.857142857143,4486.714285714285,1119,36.0,-0.42857142857142855,3.7857142857142856,1124.4285714285713,1112.2142857142858,140,0.0,-0.5714285714285714,-0.7857142857142857,147.0,145.92857142857142
175,2020-10-04,34945,-1.0,-7.571428571428571,18.071428571428573,34989.71428571428,34930.78571428572,13745,571.0,94.85714285714286,-22.214285714285715,12780.285714285714,12712.42857142857,19569,-682.0,-122.42857142857143,26.357142857142858,20614.14285714286,20639.14285714286,1631,110.0,20.0,13.928571428571429,1595.2857142857142,1579.2142857142858,3791,6.0,-0.2857142857142857,2.5,3793.1428571428573,3783.6428571428573,1598,78.0,18.857142857142858,-2.5714285714285716,1504.142857142857,1485.2857142857142,1811,-70.0,-24.285714285714285,3.7857142857142856,1917.5714285714287,1931.2142857142858,382,-2.0,5.142857142857143,1.2857142857142858,371.42857142857144,367.14285714285717,5746,-9.0,-0.5714285714285714,1.2857142857142858,5747.714285714285,5746.142857142857,4403,-93.0,11.0,-8.0,4487.857142857143,4478.714285714285,1188,69.0,-14.428571428571429,9.142857142857142,1110.0,1121.357142857143,155,15.0,2.857142857142857,0.14285714285714285,149.85714285714286,146.07142857142858
