,count,count,count,tested,tested,tested,percentage,percentage,percentage,Unknown tested,Unknown tested,Unknown tested,Unknown count,Unknown count,Unknown count,Unknown percentage,Unknown percentage,Unknown percentage,<20 tested,<20 tested,<20 tested,<20 count,<20 count,<20 count,<20 percentage,<20 percentage,<20 percentage,20-39 tested,20-39 tested,20-39 tested,20-39 count,20-39 count,20-39 count,20-39 percentage,20-39 percentage,20-39 percentage,30-39 tested,30-39 tested,30-39 tested,30-39 count,30-39 count,30-39 count,30-39 percentage,30-39 percentage,30-39 percentage,40-49 tested,40-49 tested,40-49 tested,40-49 count,40-49 count,40-49 count,40-49 percentage,40-49 percentage,40-49 percentage,50-59 tested,50-59 tested,50-59 tested,50-59 count,50-59 count,50-59 count,50-59 percentage,50-59 percentage,50-59 percentage,60-69 tested,60-69 tested,60-69 tested,60-69 count,60-69 count,60-69 count,60-69 percentage,60-69 percentage,60-69 percentage,70-79 tested,70-79 tested,70-79 tested,70-79 count,70-79 count,70-79 count,70-79 percentage,70-79 percentage,70-79 percentage,80+ tested,80+ tested,80+ tested,80+ count,80+ count,80+ count,80+ percentage,80+ percentage,80+ percentage
08-16,0.2857142857142857,2.7142857142857144,1.6428571428571428,8.5,127.21428571428571,66.78571428571429,0.03361344537815126,0.021336327905670974,0.02459893048128342,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.42857142857142855,23.571428571428573,14.714285714285714,0.0,1.0,0.21428571428571427,0.0,0.04242424242424242,0.014563106796116505,2.4285714285714284,19.214285714285715,7.428571428571429,0.07142857142857142,0.42857142857142855,0.5,0.029411764705882353,0.022304832713754646,0.0673076923076923,1.7857142857142858,17.571428571428573,9.928571428571429,0.14285714285714285,0.35714285714285715,0.14285714285714285,0.07999999999999999,0.02032520325203252,0.014388489208633093,0.8571428571428571,21.571428571428573,14.785714285714286,0.0,0.2857142857142857,0.35714285714285715,0.0,0.01324503311258278,0.024154589371980676,1.6428571428571428,16.785714285714285,9.142857142857142,0.0,0.35714285714285715,0.14285714285714285,0.0,0.021276595744680854,0.015625,0.7857142857142857,14.071428571428571,6.857142857142857,0.0,0.07142857142857142,0.14285714285714285,0.0,0.005076142131979695,0.020833333333333332,0.5714285714285714,10.071428571428571,3.2142857142857144,0.0,0.21428571428571427,0.14285714285714285,0.0,0.02127659574468085,0.04444444444444444,0.0,4.285714285714286,0.7142857142857143,0.0,0.0,0.0,,0.0,0.0
08-17,0.2857142857142857,2.7142857142857144,1.7857142857142858,9.5,139.42857142857142,73.92857142857143,0.03007518796992481,0.019467213114754103,0.024154589371980676,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.5,26.428571428571427,16.142857142857142,0.0,1.0,0.35714285714285715,0.0,0.03783783783783784,0.022123893805309734,2.5714285714285716,21.357142857142858,8.428571428571429,0.07142857142857142,0.42857142857142855,0.5,0.027777777777777773,0.02006688963210702,0.059322033898305086,2.0,18.785714285714285,11.428571428571429,0.14285714285714285,0.35714285714285715,0.14285714285714285,0.07142857142857142,0.019011406844106467,0.012499999999999999,1.0714285714285714,22.785714285714285,16.214285714285715,0.0,0.2857142857142857,0.35714285714285715,0.0,0.012539184952978056,0.02202643171806167,1.8571428571428572,19.0,9.928571428571429,0.0,0.35714285714285715,0.14285714285714285,0.0,0.018796992481203006,0.014388489208633093,0.8571428571428571,15.571428571428571,7.571428571428571,0.0,0.07142857142857142,0.14285714285714285,0.0,0.004587155963302752,0.018867924528301886,0.6428571428571429,11.0,3.5,0.0,0.21428571428571427,0.14285714285714285,0.0,0.01948051948051948,0.04081632653061224,0.0,4.428571428571429,0.7142857142857143,0.0,0.0,0.0,,0.0,0.0
08-18,0.2857142857142857,3.0714285714285716,2.0,10.214285714285714,146.07142857142858,77.71428571428571,0.027972027972027972,0.021026894865525673,0.02573529411764706,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.5714285714285714,27.428571428571427,17.428571428571427,0.0,1.2142857142857142,0.5,0.0,0.044270833333333336,0.02868852459016394,2.642857142857143,22.785714285714285,8.928571428571429,0.07142857142857142,0.5,0.5714285714285714,0.027027027027027025,0.0219435736677116,0.064,2.2142857142857144,19.642857142857142,11.785714285714286,0.14285714285714285,0.35714285714285715,0.14285714285714285,0.06451612903225806,0.018181818181818184,0.01212121212121212,1.1428571428571428,23.428571428571427,16.785714285714285,0.0,0.2857142857142857,0.35714285714285715,0.0,0.012195121951219513,0.021276595744680854,1.9285714285714286,19.928571428571427,10.285714285714286,0.0,0.35714285714285715,0.14285714285714285,0.0,0.01792114695340502,0.013888888888888886,0.9285714285714286,16.5,7.714285714285714,0.0,0.07142857142857142,0.14285714285714285,0.0,0.004329004329004329,0.018518518518518517,0.7857142857142857,11.714285714285714,4.071428571428571,0.0,0.21428571428571427,0.14285714285714285,0.0,0.018292682926829267,0.03508771929824561,0.0,4.571428571428571,0.7142857142857143,0.0,0.07142857142857142,0.0,,0.015625,0.0
08-19,0.2857142857142857,3.0714285714285716,2.0,11.714285714285714,153.5,80.85714285714286,0.024390243902439025,0.020009306654257795,0.024734982332155476,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.6428571428571429,29.142857142857142,18.357142857142858,0.0,1.2857142857142858,0.5,0.0,0.04411764705882353,0.027237354085603113,3.0,23.714285714285715,9.785714285714286,0.07142857142857142,0.5,0.5714285714285714,0.023809523809523808,0.02108433734939759,0.0583941605839416,2.5,20.928571428571427,12.0,0.14285714285714285,0.35714285714285715,0.14285714285714285,0.05714285714285714,0.017064846416382253,0.011904761904761904,1.2142857142857142,24.785714285714285,16.928571428571427,0.0,0.2857142857142857,0.35714285714285715,0.0,0.011527377521613832,0.021097046413502112,2.2142857142857144,20.571428571428573,10.714285714285714,0.0,0.35714285714285715,0.14285714285714285,0.0,0.017361111111111112,0.013333333333333334,1.0714285714285714,17.142857142857142,8.071428571428571,0.0,0.07142857142857142,0.14285714285714285,0.0,0.004166666666666667,0.017699115044247787,1.0714285714285714,12.071428571428571,4.285714285714286,0.0,0.21428571428571427,0.14285714285714285,0.0,0.01775147928994083,0.03333333333333333,0.0,5.071428571428571,0.7142857142857143,0.0,0.0,0.0,,0.0,0.0
08-20,0.2857142857142857,3.142857142857143,2.0714285714285716,12.642857142857142,161.35714285714286,85.5,0.022598870056497175,0.019477644975652943,0.024227234753550545,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.8571428571428571,30.928571428571427,19.5,0.0,1.2857142857142858,0.5714285714285714,0.0,0.041570438799076216,0.029304029304029304,3.142857142857143,25.285714285714285,10.785714285714286,0.07142857142857142,0.5714285714285714,0.5714285714285714,0.022727272727272728,0.022598870056497175,0.05298013245033112,2.5714285714285716,21.5,12.5,0.14285714285714285,0.35714285714285715,0.14285714285714285,0.055555555555555546,0.016611295681063124,0.011428571428571429,1.5714285714285714,26.285714285714285,17.642857142857142,0.0,0.2857142857142857,0.35714285714285715,0.0,0.010869565217391304,0.020242914979757085,2.2857142857142856,20.928571428571427,11.071428571428571,0.0,0.35714285714285715,0.14285714285714285,0.0,0.017064846416382253,0.012903225806451613,1.0714285714285714,18.285714285714285,8.5,0.0,0.07142857142857142,0.14285714285714285,0.0,0.00390625,0.01680672268907563,1.0714285714285714,12.214285714285714,4.642857142857143,0.0,0.21428571428571427,0.14285714285714285,0.0,0.017543859649122806,0.030769230769230764,0.07142857142857142,5.857142857142857,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,0.0
08-21,0.42857142857142855,3.4285714285714284,2.357142857142857,13.785714285714286,169.71428571428572,89.42857142857143,0.0310880829015544,0.0202020202020202,0.026357827476038338,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.9285714285714286,32.42857142857143,20.285714285714285,0.0,1.2857142857142858,0.7142857142857143,0.0,0.039647577092511016,0.035211267605633804,3.5,26.928571428571427,11.642857142857142,0.21428571428571427,0.6428571428571429,0.5714285714285714,0.061224489795918366,0.02387267904509284,0.049079754601226995,2.7857142857142856,22.5,13.0,0.14285714285714285,0.35714285714285715,0.14285714285714285,0.05128205128205128,0.015873015873015872,0.010989010989010988,1.6428571428571428,27.642857142857142,18.142857142857142,0.0,0.2857142857142857,0.42857142857142855,0.0,0.0103359173126615,0.023622047244094488,2.4285714285714284,22.0,11.857142857142858,0.0,0.42857142857142855,0.21428571428571427,0.0,0.01948051948051948,0.018072289156626505,1.0714285714285714,19.285714285714285,8.714285714285714,0.0,0.14285714285714285,0.14285714285714285,0.0,0.007407407407407408,0.01639344262295082,1.3571428571428572,12.928571428571429,4.928571428571429,0.0,0.2857142857142857,0.14285714285714285,0.0,0.022099447513812154,0.02898550724637681,0.07142857142857142,5.928571428571429,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,0.0
08-22,0.42857142857142855,3.4285714285714284,2.357142857142857,13.785714285714286,169.71428571428572,89.42857142857143,0.0310880829015544,0.0202020202020202,0.026357827476038338,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.9285714285714286,32.42857142857143,20.285714285714285,0.0,1.2857142857142858,0.7142857142857143,0.0,0.039647577092511016,0.035211267605633804,3.5,26.928571428571427,11.642857142857142,0.21428571428571427,0.6428571428571429,0.5714285714285714,0.061224489795918366,0.02387267904509284,0.049079754601226995,2.7857142857142856,22.5,13.0,0.14285714285714285,0.35714285714285715,0.14285714285714285,0.05128205128205128,0.015873015873015872,0.010989010989010988,1.6428571428571428,27.642857142857142,18.142857142857142,0.0,0.2857142857142857,0.42857142857142855,0.0,0.0103359173126615,0.023622047244094488,2.4285714285714284,22.0,11.857142857142858,0.0,0.42857142857142855,0.21428571428571427,0.0,0.01948051948051948,0.018072289156626505,1.0714285714285714,19.285714285714285,8.714285714285714,0.0,0.14285714285714285,0.14285714285714285,0.0,0.007407407407407408,0.01639344262295082,1.3571428571428572,12.928571428571429,4.928571428571429,0.0,0.2857142857142857,0.14285714285714285,0.0,0.022099447513812154,0.02898550724637681,0.07142857142857142,5.928571428571429,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,0.0
08-23,0.5,4.0,2.357142857142857,15.928571428571429,183.5,97.0,0.03139013452914798,0.021798365122615803,0.024300441826215022,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,34.92857142857143,21.785714285714285,0.0,1.6428571428571428,0.7142857142857143,0.0,0.047034764826175864,0.03278688524590164,4.071428571428571,29.142857142857142,12.285714285714286,0.2857142857142857,0.6428571428571429,0.5714285714285714,0.07017543859649122,0.022058823529411766,0.04651162790697674,3.2857142857142856,25.142857142857142,14.428571428571429,0.14285714285714285,0.5714285714285714,0.14285714285714285,0.043478260869565216,0.022727272727272728,0.009900990099009901,1.8571428571428572,29.071428571428573,19.928571428571427,0.0,0.2857142857142857,0.42857142857142855,0.0,0.009828009828009828,0.021505376344086023,2.642857142857143,23.714285714285715,13.142857142857142,0.0,0.42857142857142855,0.21428571428571427,0.0,0.018072289156626505,0.016304347826086956,1.2142857142857142,20.642857142857142,9.071428571428571,0.0,0.14285714285714285,0.14285714285714285,0.0,0.006920415224913495,0.015748031496062992,1.7857142857142858,14.071428571428571,5.285714285714286,0.0,0.2857142857142857,0.14285714285714285,0.0,0.02030456852791878,0.027027027027027025,0.07142857142857142,6.714285714285714,1.0714285714285714,0.0,0.0,0.0,0.0,0.0,0.0
08-24,0.2857142857142857,2.142857142857143,0.9285714285714286,10.071428571428571,104.64285714285714,56.92857142857143,0.028368794326241134,0.020477815699658702,0.01631116687578419,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.6428571428571429,20.714285714285715,12.928571428571429,0.0,1.0,0.5714285714285714,0.0,0.04827586206896552,0.04419889502762431,2.357142857142857,18.0,7.714285714285714,0.2857142857142857,0.35714285714285715,0.14285714285714285,0.1212121212121212,0.01984126984126984,0.018518518518518517,1.9285714285714286,13.571428571428571,8.785714285714286,0.0,0.2857142857142857,-0.07142857142857142,0.0,0.021052631578947368,-0.008130081300813007,1.5,14.071428571428571,10.571428571428571,0.0,0.0,0.14285714285714285,0.0,0.0,0.013513513513513513,1.5714285714285714,14.071428571428571,8.071428571428571,0.0,0.21428571428571427,0.07142857142857142,0.0,0.015228426395939085,0.008849557522123894,0.7142857142857143,12.0,5.0,0.0,0.07142857142857142,0.0,0.0,0.005952380952380952,0.0,1.2857142857142858,7.642857142857143,3.357142857142857,0.0,0.21428571428571427,0.07142857142857142,0.0,0.02803738317757009,0.02127659574468085,0.07142857142857142,4.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0
08-25,0.2857142857142857,2.2857142857142856,1.0714285714285714,10.071428571428571,101.21428571428571,56.714285714285715,0.028368794326241134,0.022582921665490474,0.01889168765743073,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.7142857142857143,19.571428571428573,13.857142857142858,0.0,1.0,0.6428571428571429,0.0,0.0510948905109489,0.04639175257731959,2.4285714285714284,17.428571428571427,7.857142857142857,0.2857142857142857,0.42857142857142855,0.2857142857142857,0.11764705882352941,0.02459016393442623,0.03636363636363636,2.0714285714285716,12.857142857142858,8.142857142857142,0.0,0.2857142857142857,-0.07142857142857142,0.0,0.02222222222222222,-0.008771929824561403,1.3571428571428572,13.285714285714286,10.357142857142858,0.0,0.0,0.07142857142857142,0.0,0.0,0.00689655172413793,1.5,14.142857142857142,7.785714285714286,0.0,0.21428571428571427,0.07142857142857142,0.0,0.015151515151515152,0.009174311926605503,0.6428571428571429,11.5,4.857142857142857,0.0,0.14285714285714285,0.0,0.0,0.012422360248447204,0.0,1.2857142857142858,7.857142857142857,3.357142857142857,0.0,0.21428571428571427,0.07142857142857142,0.0,0.02727272727272727,0.02127659574468085,0.07142857142857142,4.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0
08-26,0.21428571428571427,2.857142857142857,1.0714285714285714,10.571428571428571,101.5,57.642857142857146,0.020270270270270268,0.028149190710767068,0.018587360594795536,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.8571428571428571,19.714285714285715,14.5,0.0,1.3571428571428572,0.5714285714285714,0.0,0.06884057971014493,0.03940886699507389,2.4285714285714284,17.285714285714285,7.642857142857143,0.21428571428571427,0.35714285714285715,0.2857142857142857,0.08823529411764706,0.02066115702479339,0.037383177570093455,2.142857142857143,13.357142857142858,8.071428571428571,0.0,0.35714285714285715,0.0,0.0,0.026737967914438502,0.0,1.2857142857142858,13.571428571428571,11.0,0.0,0.14285714285714285,0.07142857142857142,0.0,0.010526315789473684,0.006493506493506493,1.5714285714285714,13.785714285714286,7.714285714285714,0.0,0.35714285714285715,0.07142857142857142,0.0,0.025906735751295335,0.009259259259259259,0.7857142857142857,11.357142857142858,4.857142857142857,0.0,0.07142857142857142,0.0,0.0,0.006289308176100628,0.0,1.3571428571428572,7.714285714285714,3.2142857142857144,0.0,0.21428571428571427,0.07142857142857142,0.0,0.027777777777777776,0.02222222222222222,0.14285714285714285,4.642857142857143,0.6428571428571429,0.0,0.0,0.0,0.0,0.0,0.0
08-27,0.21428571428571427,2.9285714285714284,1.0,10.285714285714286,98.57142857142857,56.57142857142857,0.020833333333333332,0.02971014492753623,0.017676767676767676,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.8571428571428571,19.714285714285715,14.357142857142858,0.0,1.5,0.5714285714285714,0.0,0.07608695652173912,0.03980099502487562,2.357142857142857,16.857142857142858,7.714285714285714,0.21428571428571427,0.35714285714285715,0.21428571428571427,0.0909090909090909,0.0211864406779661,0.027777777777777776,2.0714285714285716,12.928571428571429,7.428571428571429,0.0,0.35714285714285715,0.07142857142857142,0.0,0.027624309392265192,0.009615384615384614,1.2857142857142858,12.857142857142858,10.785714285714286,0.0,0.07142857142857142,0.07142857142857142,0.0,0.005555555555555555,0.00662251655629139,1.2142857142857142,13.071428571428571,8.0,0.0,0.35714285714285715,0.07142857142857142,0.0,0.027322404371584702,0.008928571428571428,1.0714285714285714,11.071428571428571,4.5,0.0,0.07142857142857142,0.0,0.0,0.0064516129032258064,0.0,1.2857142857142858,7.428571428571429,3.142857142857143,0.0,0.21428571428571427,0.0,0.0,0.028846153846153844,0.0,0.14285714285714285,4.642857142857143,0.6428571428571429,0.0,0.0,0.0,0.0,0.0,0.0
08-28,0.21428571428571427,2.642857142857143,0.7857142857142857,10.214285714285714,100.21428571428571,54.42857142857143,0.02097902097902098,0.026372059871703494,0.014435695538057743,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.8571428571428571,19.142857142857142,13.357142857142858,0.0,1.3571428571428572,0.6428571428571429,0.0,0.07089552238805971,0.04812834224598931,2.2142857142857144,16.142857142857142,7.642857142857143,0.21428571428571427,0.42857142857142855,0.07142857142857142,0.09677419354838708,0.02654867256637168,0.009345794392523364,2.142857142857143,13.571428571428571,7.071428571428571,0.0,0.2857142857142857,0.07142857142857142,0.0,0.021052631578947368,0.0101010101010101,1.3571428571428572,13.142857142857142,9.857142857142858,0.0,0.07142857142857142,-0.07142857142857142,0.0,0.005434782608695652,-0.007246376811594202,1.0714285714285714,12.714285714285714,7.928571428571429,0.0,0.2857142857142857,0.07142857142857142,0.0,0.02247191011235955,0.009009009009009009,1.1428571428571428,11.571428571428571,4.357142857142857,0.0,0.07142857142857142,0.0,0.0,0.006172839506172839,0.0,1.2857142857142858,8.142857142857142,3.5,0.0,0.14285714285714285,0.0,0.0,0.017543859649122806,0.0,0.14285714285714285,5.785714285714286,0.7142857142857143,0.0,0.0,0.0,0.0,0.0,0.0
08-29,0.21428571428571427,2.4285714285714284,1.0,9.857142857142858,91.07142857142857,48.785714285714285,0.021739130434782608,0.026666666666666665,0.020497803806734993,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.7857142857142857,17.357142857142858,12.0,0.0,1.2857142857142858,0.6428571428571429,0.0,0.07407407407407408,0.053571428571428575,2.142857142857143,14.428571428571429,6.928571428571429,0.21428571428571427,0.42857142857142855,0.14285714285714285,0.09999999999999999,0.0297029702970297,0.020618556701030927,2.0714285714285716,12.5,6.571428571428571,0.0,0.2857142857142857,0.07142857142857142,0.0,0.022857142857142857,0.010869565217391304,1.2857142857142858,12.142857142857142,8.142857142857142,0.0,0.07142857142857142,0.07142857142857142,0.0,0.0058823529411764705,0.008771929824561403,1.0,11.285714285714286,7.142857142857143,0.0,0.21428571428571427,0.07142857142857142,0.0,0.018987341772151896,0.009999999999999998,1.1428571428571428,10.214285714285714,3.9285714285714284,0.0,0.07142857142857142,0.0,0.0,0.006993006993006993,0.0,1.2857142857142858,7.642857142857143,3.357142857142857,0.0,0.07142857142857142,0.0,0.0,0.009345794392523364,0.0,0.14285714285714285,5.5,0.7142857142857143,0.0,0.0,0.0,0.0,0.0,0.0
08-30,0.21428571428571427,3.2142857142857144,1.2857142857142858,11.142857142857142,111.42857142857143,56.5,0.019230769230769232,0.028846153846153848,0.022756005056890013,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,19.285714285714285,12.928571428571429,0.0,1.3571428571428572,0.7857142857142857,0.0,0.07037037037037037,0.06077348066298342,2.357142857142857,17.642857142857142,8.214285714285714,0.21428571428571427,0.7142857142857143,0.14285714285714285,0.0909090909090909,0.04048582995951417,0.017391304347826087,2.5,16.071428571428573,7.5,0.0,0.42857142857142855,0.07142857142857142,0.0,0.02666666666666666,0.009523809523809523,1.5,15.142857142857142,9.857142857142858,0.0,0.21428571428571427,0.21428571428571427,0.0,0.014150943396226415,0.021739130434782608,1.0714285714285714,14.714285714285714,8.642857142857142,0.0,0.21428571428571427,0.07142857142857142,0.0,0.014563106796116505,0.008264462809917356,1.1428571428571428,13.0,4.428571428571429,0.0,0.21428571428571427,0.0,0.0,0.016483516483516484,0.0,1.4285714285714286,9.428571428571429,4.142857142857143,0.0,0.07142857142857142,0.0,0.0,0.007575757575757575,0.0,0.14285714285714285,6.142857142857143,0.7857142857142857,0.0,0.0,0.0,0.0,0.0,0.0
08-31,0.21428571428571427,3.357142857142857,1.2142857142857142,10.428571428571429,106.0,53.642857142857146,0.02054794520547945,0.0316711590296496,0.022636484687083885,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.9285714285714286,17.571428571428573,12.214285714285714,0.0,1.3571428571428572,0.6428571428571429,0.0,0.07723577235772358,0.052631578947368425,2.2857142857142856,16.071428571428573,7.428571428571429,0.21428571428571427,0.7142857142857143,0.14285714285714285,0.09375,0.04444444444444444,0.01923076923076923,2.357142857142857,15.785714285714286,6.714285714285714,0.0,0.42857142857142855,0.07142857142857142,0.0,0.027149321266968323,0.010638297872340425,1.3571428571428572,15.0,9.428571428571429,0.0,0.2857142857142857,0.21428571428571427,0.0,0.019047619047619046,0.022727272727272724,0.8571428571428571,13.928571428571429,8.785714285714286,0.0,0.21428571428571427,0.07142857142857142,0.0,0.015384615384615384,0.008130081300813007,1.0714285714285714,12.428571428571429,4.285714285714286,0.0,0.2857142857142857,0.07142857142857142,0.0,0.022988505747126436,0.016666666666666666,1.4285714285714286,8.928571428571429,3.9285714285714284,0.0,0.07142857142857142,0.0,0.0,0.008,0.0,0.14285714285714285,6.285714285714286,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,0.0
09-01,0.2857142857142857,3.142857142857143,1.1428571428571428,10.0,102.92857142857143,52.214285714285715,0.02857142857142857,0.030534351145038167,0.02188782489740082,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.8571428571428571,17.214285714285715,11.142857142857142,0.0,1.1428571428571428,0.5714285714285714,0.0,0.06639004149377592,0.05128205128205128,2.2857142857142856,15.0,7.357142857142857,0.2857142857142857,0.7857142857142857,0.07142857142857142,0.125,0.05238095238095238,0.009708737864077669,2.2857142857142856,15.5,6.857142857142857,0.0,0.42857142857142855,0.07142857142857142,0.0,0.027649769585253454,0.010416666666666666,1.1428571428571428,14.857142857142858,9.071428571428571,0.0,0.2857142857142857,0.21428571428571427,0.0,0.01923076923076923,0.023622047244094488,1.0,13.5,8.928571428571429,0.0,0.21428571428571427,0.14285714285714285,0.0,0.015873015873015872,0.016,1.0,12.071428571428571,4.285714285714286,0.0,0.2857142857142857,0.07142857142857142,0.0,0.023668639053254437,0.016666666666666666,1.2857142857142858,8.5,3.5714285714285716,0.0,0.07142857142857142,0.0,0.0,0.008403361344537815,0.0,0.14285714285714285,6.285714285714286,1.0,0.0,-0.07142857142857142,0.0,0.0,-0.011363636363636364,0.0
09-02,0.2857142857142857,3.0714285714285716,1.5,9.0,103.14285714285714,53.857142857142854,0.031746031746031744,0.029778393351800558,0.027851458885941646,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.7857142857142857,15.928571428571429,10.857142857142858,0.0,1.0714285714285714,0.6428571428571429,0.0,0.06726457399103139,0.05921052631578948,2.142857142857143,15.857142857142858,7.142857142857143,0.2857142857142857,0.6428571428571429,0.21428571428571427,0.13333333333333333,0.04054054054054054,0.029999999999999995,2.142857142857143,15.571428571428571,7.285714285714286,0.0,0.42857142857142855,0.07142857142857142,0.0,0.027522935779816512,0.00980392156862745,1.0714285714285714,14.5,9.928571428571429,0.0,0.2857142857142857,0.21428571428571427,0.0,0.019704433497536946,0.021582733812949638,0.7142857142857143,14.0,9.5,0.0,0.2857142857142857,0.2857142857142857,0.0,0.02040816326530612,0.03007518796992481,0.8571428571428571,12.285714285714286,4.142857142857143,0.0,0.2857142857142857,0.07142857142857142,0.0,0.02325581395348837,0.017241379310344824,1.0,8.714285714285714,3.9285714285714284,0.0,0.07142857142857142,0.0,0.0,0.00819672131147541,0.0,0.2857142857142857,6.285714285714286,1.0714285714285714,0.0,0.0,0.0,0.0,0.0,0.0
09-03,0.35714285714285715,3.2142857142857144,1.5,8.5,99.57142857142857,52.285714285714285,0.04201680672268908,0.032281205164992825,0.028688524590163935,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.5714285714285714,14.5,10.214285714285714,0.0,1.1428571428571428,0.5714285714285714,0.0,0.07881773399014778,0.055944055944055944,2.2142857142857144,15.0,6.428571428571429,0.2857142857142857,0.6428571428571429,0.21428571428571427,0.12903225806451613,0.04285714285714286,0.03333333333333333,2.0714285714285716,15.714285714285714,7.285714285714286,0.0,0.5,0.07142857142857142,0.0,0.03181818181818182,0.00980392156862745,0.7142857142857143,13.428571428571429,9.571428571428571,0.0,0.2857142857142857,0.21428571428571427,0.0,0.02127659574468085,0.022388059701492536,0.7142857142857143,14.714285714285714,9.857142857142858,0.07142857142857142,0.2857142857142857,0.35714285714285715,0.09999999999999999,0.019417475728155338,0.036231884057971016,0.9285714285714286,11.571428571428571,4.357142857142857,0.0,0.2857142857142857,0.07142857142857142,0.0,0.024691358024691357,0.01639344262295082,1.0714285714285714,9.071428571428571,3.642857142857143,0.0,0.07142857142857142,0.0,0.0,0.007874015748031496,0.0,0.21428571428571427,5.571428571428571,0.9285714285714286,0.0,0.0,0.0,0.0,0.0,0.0
09-04,0.21428571428571427,3.142857142857143,1.2142857142857142,9.071428571428571,115.71428571428571,55.5,0.023622047244094488,0.027160493827160494,0.021879021879021878,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.5,14.928571428571429,10.285714285714286,0.0,1.2142857142857142,0.42857142857142855,0.0,0.08133971291866028,0.041666666666666664,2.2142857142857144,15.428571428571429,7.285714285714286,0.14285714285714285,0.5714285714285714,0.21428571428571427,0.06451612903225806,0.037037037037037035,0.029411764705882353,2.2857142857142856,18.071428571428573,7.785714285714286,0.0,0.5,0.07142857142857142,0.0,0.027667984189723317,0.009174311926605503,0.9285714285714286,16.214285714285715,10.071428571428571,0.0,0.2857142857142857,0.14285714285714285,0.0,0.017621145374449337,0.014184397163120567,0.9285714285714286,17.428571428571427,10.5,0.07142857142857142,0.2857142857142857,0.2857142857142857,0.07692307692307691,0.01639344262295082,0.027210884353741496,1.1428571428571428,15.785714285714286,4.857142857142857,0.0,0.2857142857142857,0.07142857142857142,0.0,0.018099547511312215,0.014705882352941176,0.8571428571428571,11.214285714285714,3.642857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.21428571428571427,6.642857142857143,1.0714285714285714,0.0,0.0,0.0,0.0,0.0,0.0
09-05,0.21428571428571427,3.142857142857143,1.2142857142857142,9.071428571428571,115.71428571428571,55.5,0.023622047244094488,0.027160493827160494,0.021879021879021878,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.5,14.928571428571429,10.285714285714286,0.0,1.2142857142857142,0.42857142857142855,0.0,0.08133971291866028,0.041666666666666664,2.2142857142857144,15.428571428571429,7.285714285714286,0.14285714285714285,0.5714285714285714,0.21428571428571427,0.06451612903225806,0.037037037037037035,0.029411764705882353,2.2857142857142856,18.071428571428573,7.785714285714286,0.0,0.5,0.07142857142857142,0.0,0.027667984189723317,0.009174311926605503,0.9285714285714286,16.214285714285715,10.071428571428571,0.0,0.2857142857142857,0.14285714285714285,0.0,0.017621145374449337,0.014184397163120567,0.9285714285714286,17.428571428571427,10.5,0.07142857142857142,0.2857142857142857,0.2857142857142857,0.07692307692307691,0.01639344262295082,0.027210884353741496,1.1428571428571428,15.785714285714286,4.857142857142857,0.0,0.2857142857142857,0.07142857142857142,0.0,0.018099547511312215,0.014705882352941176,0.8571428571428571,11.214285714285714,3.642857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.21428571428571427,6.642857142857143,1.0714285714285714,0.0,0.0,0.0,0.0,0.0,0.0
